mart,cube,field_type,check,dataset_name,dim,attr_hier,lvl_memb,all_memb,param_name
Enteric,EntericDM,rows,default,Case Investigation,Pan - Surveillance Region,Pan Surveillance Region HSDA,Pan Surveillance Region HSDA,NA,NA
Enteric,EntericDM,rows,default,Case Investigation,Pan - Surveillance Region,Pan Surveillance Region LHA,Pan Surveillance Region LHA,NA,NA
Enteric,EntericDM,rows,default,Case Investigation,Pan - Address at Time of Case,Address Location,Address At Time Of Case Postal Code,ALLMEMBERS,NA
Enteric,EntericDM,rows,default,Case Investigation,Pan - Age At Surveillance Reported Date,Age Years,Age Years,NA,NA
Enteric,EntericDM,rows,default,Case Investigation,Pan - Age At Surveillance Reported Date,Age Group 5,Age Group 5,NA,NA
Enteric,EntericDM,rows,default,Case Investigation,Pan - Age At Surveillance Reported Date,Age Group 10,Age Group 10,NA,NA
Enteric,EntericDM,rows,default,Case Investigation,Pan - Etiologic Agent,Etiologic Agent Level,Etiologic Agent Level 2,ALLMEMBERS,NA
Enteric,EntericDM,rows,default,Case Investigation,Pan - Etiologic Agent,Etiologic Agent Further Differentiation,Etiologic Agent Further Differentiation,NA,NA
Enteric,EntericDM,rows,default,Case Investigation,Case - IDs,FHA PARIS Client Id,FHA PARIS Client Id,NA,NA
Enteric,EntericDM,rows,default,Case Investigation,Case - IDs,VCH PARIS Client Id,VCH PARIS Client Id,NA,NA
Enteric,EntericDM,dim_prop,default,Case Investigation,Case - IDs,Case Combined ID,Case ID,NA,NA
Enteric,EntericDM,dim_prop,system_ids,Case Investigation,Case - IDs,Case Combined ID,Investigation ID,NA,NA
Enteric,EntericDM,dim_prop,system_ids,Case Investigation,Case - IDs,Case Combined ID,Disease Event ID,NA,NA
Enteric,EntericDM,dim_prop,system_ids,Case Investigation,Case - IDs,Case Combined ID,Pan Client ID,NA,NA
Enteric,EntericDM,dim_prop,system_ids,Case Investigation,Case - IDs,Case Combined ID,Paris Assessment Number,NA,NA
Enteric,EntericDM,filter_d,none,Case Investigation,Case - Disease,Case Disease,Case Disease,NA,disease
Enteric,EntericDM,filter_d,none,Case Investigation,Case - Surveillance Condition,Surveillance Condition,Surveillance Condition,NA,surveillance_condition
Enteric,EntericDM,filter_d,none,Case Investigation,Pan - Investigation Classification,Classification,Classification,NA,classification
Enteric,EntericDM,filter_d,none,Case Investigation,Pan - Surveillance Region,Pan Surveillance Region HA,Pan Surveillance Region HA,NA,surveillance_region_ha
Enteric,EntericDM,filter_r,none,Case Investigation,Case - Date - Earliest,Date,Date,NA,query_date
Enteric,EntericDM,filter_d,default,Case Investigation,Pan - Investigation Classification,Classification Group,Classification Group,**No Investigation,NA
Enteric,EntericDM,filter_d,default,Case Investigation,Pan - Investigation Classification,Classification Group,Classification Group,Case,NA
Enteric,EntericDM,filter_d,default,Case Investigation,LIS - Patient,Species Category,Species Category,Human,NA
Enteric,EntericDM,filter_d,default,Case Investigation,LIS - Patient,Species Category,Species Category,**No Test,NA
Enteric,EntericDM,filter_d,default,Case Investigation,Patient - Match Level,Match Level Description,Match Level Description,3,NA
Enteric,EntericDM,columns,default,Symptom,Measures,Case Count,NA,NA,NA
Enteric,EntericDM,rows,default,Symptom,Case - IDs,Case Combined ID,Case Combined ID,NA,NA
Enteric,EntericDM,rows,default,Symptom,Pan - Symptom,Symptom,Symptom,NA,NA
Enteric,EntericDM,rows,default,Symptom,Pan - Symptom,Symptom Response,Symptom Response,NA,NA
Enteric,EntericDM,dim_prop,default,Symptom,Case - IDs,Case Combined ID,Case ID,NA,NA
Enteric,EntericDM,filter_d,none,Symptom,Case - Disease,Case Disease,Case Disease,NA,disease
Enteric,EntericDM,filter_d,none,Symptom,Case - Surveillance Condition,Surveillance Condition,Surveillance Condition,NA,surveillance_condition
Enteric,EntericDM,filter_d,none,Symptom,Pan - Investigation Classification,Classification,Classification,NA,classification
Enteric,EntericDM,filter_d,none,Symptom,Pan - Surveillance Region,Pan Surveillance Region HA,Pan Surveillance Region HA,NA,surveillance_region_ha
Enteric,EntericDM,filter_r,none,Symptom,Case - Date - Earliest,Date,Date,NA,query_date
Enteric,EntericDM,filter_d,default,Symptom,Pan - Investigation Classification,Classification Group,Classification Group,**No Investigation,NA
Enteric,EntericDM,filter_d,default,Symptom,Pan - Investigation Classification,Classification Group,Classification Group,Case,NA
Enteric,EntericDM,filter_d,default,Symptom,LIS - Patient,Species Category,Species Category,Human,NA
Enteric,EntericDM,filter_d,default,Symptom,LIS - Patient,Species Category,Species Category,**No Test,NA
Enteric,EntericDM,filter_d,default,Symptom,Patient - Match Level,Match Level Description,Match Level Description,3,NA
Enteric,EntericDM,columns,default,Risk Factor,Measures,Case Count,NA,NA,NA
Enteric,EntericDM,rows,default,Risk Factor,Case - IDs,Case Combined ID,Case Combined ID,NA,NA
Enteric,EntericDM,rows,default,Risk Factor,Pan - Risk Factor - Investigation,Risk Factor,Risk Factor,NA,NA
Enteric,EntericDM,rows,default,Risk Factor,Pan - Risk Factor - Investigation,Risk Factor Response,Risk Factor Response,NA,NA
Enteric,EntericDM,dim_prop,default,Risk Factor,Case - IDs,Case Combined ID,Case ID,NA,NA
Enteric,EntericDM,filter_d,none,Risk Factor,Case - Disease,Case Disease,Case Disease,NA,disease
Enteric,EntericDM,filter_d,none,Risk Factor,Case - Surveillance Condition,Surveillance Condition,Surveillance Condition,NA,surveillance_condition
Enteric,EntericDM,filter_d,none,Risk Factor,Pan - Investigation Classification,Classification,Classification,NA,classification
Enteric,EntericDM,filter_d,none,Risk Factor,Pan - Surveillance Region,Pan Surveillance Region HA,Pan Surveillance Region HA,NA,surveillance_region_ha
Enteric,EntericDM,filter_r,none,Risk Factor,Case - Date - Earliest,Date,Date,NA,query_date
Enteric,EntericDM,filter_d,default,Risk Factor,Pan - Investigation Classification,Classification Group,Classification Group,**No Investigation,NA
Enteric,EntericDM,filter_d,default,Risk Factor,Pan - Investigation Classification,Classification Group,Classification Group,Case,NA
Enteric,EntericDM,filter_d,default,Risk Factor,LIS - Patient,Species Category,Species Category,Human,NA
Enteric,EntericDM,filter_d,default,Risk Factor,LIS - Patient,Species Category,Species Category,**No Test,NA
Enteric,EntericDM,filter_d,default,Risk Factor,Patient - Match Level,Match Level Description,Match Level Description,3,NA
Enteric,EntericDM,columns,default,UDF,Measures,Case Count,NA,NA,NA
Enteric,EntericDM,dim_prop,default,UDF,Case - IDs,Case Combined ID,Case ID,NA,NA
Enteric,EntericDM,rows,default,UDF,Case - IDs,Case Combined ID,Case Combined ID,NA,NA
Enteric,EntericDM,rows,default,UDF,Pan - UDF - All,UDF Question,Question Keyword Common,ALLMEMBERS,NA
Enteric,EntericDM,rows,default,UDF,Pan - UDF - All,Answer Value,Answer Value,NA,NA
Enteric,EntericDM,rows,default,UDF,Pan - UDF - All,Answer Row ID,Answer Row ID,NA,NA
Enteric,EntericDM,rows,default,UDF,Pan - UDF - All,Question Sort ID,Question Sort ID,NA,NA
Enteric,EntericDM,rows,default,UDF,Pan - UDF - All,UDF Template Version,UDF Template Version,NA,NA
Enteric,EntericDM,rows,default,UDF,Pan - UDF - All,UDF Name,UDF Name,NA,NA
Enteric,EntericDM,dim_prop,default,UDF,Case - IDs,Case Combined ID,Disease Event ID,NA,NA
Enteric,EntericDM,filter_d,none,UDF,Case - Disease,Case Disease,Case Disease,NA,disease
Enteric,EntericDM,filter_d,none,UDF,Case - Surveillance Condition,Surveillance Condition,Surveillance Condition,NA,surveillance_condition
Enteric,EntericDM,filter_d,none,UDF,Pan - Investigation Classification,Classification,Classification,NA,classification
Enteric,EntericDM,filter_d,none,UDF,Pan - Surveillance Region,Pan Surveillance Region HA,Pan Surveillance Region HA,NA,surveillance_region_ha
Enteric,EntericDM,filter_r,none,UDF,Case - Date - Earliest,Date,Date,NA,query_date
Enteric,EntericDM,filter_d,default,UDF,Pan - Investigation Classification,Classification Group,Classification Group,**No Investigation,NA
Enteric,EntericDM,filter_d,default,UDF,Pan - Investigation Classification,Classification Group,Classification Group,Case,NA
Enteric,EntericDM,filter_d,default,UDF,LIS - Patient,Species Category,Species Category,Human,NA
Enteric,EntericDM,filter_d,default,UDF,LIS - Patient,Species Category,Species Category,**No Test,NA
Enteric,EntericDM,filter_d,default,UDF,Patient - Match Level,Match Level Description,Match Level Description,3,NA
Enteric,EntericDM,columns,default,LIS Data,Measures,Case Count,NA,NA,NA
Enteric,EntericDM,rows,default,LIS Data,Case - IDs,Case Combined ID,Case Combined ID,NA,NA
Enteric,EntericDM,rows,default,LIS Data,LIS - Date - Collection Date,Date,Date,NA,NA
Enteric,EntericDM,rows,default,LIS Data,LIS - Date - Order Entry,Date,Date,NA,NA
Enteric,EntericDM,rows,default,LIS Data,LIS - Date - Receive Date,Date,Date,NA,NA
Enteric,EntericDM,rows,default,LIS Data,LIS - Date - Result Date,Date,Date,NA,NA
Enteric,EntericDM,rows,default,LIS Data,LIS - Age At Collection,Age Years,Age Years,NA,NA
Enteric,EntericDM,rows,default,LIS Data,LIS - Flag - Proficiency Test,Proficiency Test,Proficiency Test,NA,NA
Enteric,EntericDM,rows,default,LIS Data,LIS - Flag - Test Performed,Test Performed,Test Performed,NA,NA
Enteric,EntericDM,rows,default,LIS Data,LIS - Specimen,Specimen Description,Specimen Description,NA,NA
Enteric,EntericDM,rows,default,LIS Data,LIS - Microorganism,Organism,Serotype,ALLMEMBERS,NA
Enteric,EntericDM,rows,default,LIS Data,LIS - Patient City,Patient City Name,Patient City Name,NA,NA
Enteric,EntericDM,rows,default,LIS Data,LIS - Patient Health Authority,Patient Health Authorities,Patient Local Health Area,ALLMEMBERS,NA
Enteric,EntericDM,rows,default,LIS Data,LIS - Result Attributes,Organism Isolated,Organism Isolated,NA,NA
Enteric,EntericDM,rows,default,LIS Data,LIS - Result Attributes,Result Full Description,Result Full Description,NA,NA
Enteric,EntericDM,rows,default,LIS Data,LIS - Result Attributes - Direct Exam,Direct Exam Result Full Description,Direct Exam Result Full Description,NA,NA
Enteric,EntericDM,rows,default,LIS Data,LIS - Result Attributes - Direct Exam,Shiga Toxin Result,Shiga Toxin Result,NA,NA
Enteric,EntericDM,rows,default,LIS Data,LIS - Test,Order Code,Order Code,NA,NA
Enteric,EntericDM,rows,default,LIS Data,LIS - Test,Test Code,Test Code,NA,NA
Enteric,EntericDM,rows,default,LIS Data,LIS - Copy To Provider 1,Provider Types,Provider Name,ALLMEMBERS,NA
Enteric,EntericDM,rows,default,LIS Data,LIS - Order Entry Lab Location,Lab Location,Lab Location Code,ALLMEMBERS,NA
Enteric,EntericDM,rows,default,LIS Data,LIS - Ordering Provider,Provider Types,Provider Name,ALLMEMBERS,NA
Enteric,EntericDM,rows,default,LIS Data,LIS - Ordering Provider City,Ordering Provider City Name,Ordering Provider City Name,NA,NA
Enteric,EntericDM,rows,default,LIS Data,LIS - Ordering Provider Health Authority,Ordering Provider Health Authorities,Ordering Provider Local Health Area,ALLMEMBERS,NA
Enteric,EntericDM,rows,default,LIS Data,LIS - Bionumerics Result WGS,WGS Cluster Code,WGS Cluster Code,NA,NA
Enteric,EntericDM,rows,default,LIS Data,LIS - Bionumerics Result,Pfge Apai Pattern,Pfge Apai Pattern,NA,NA
Enteric,EntericDM,rows,default,LIS Data,LIS - Bionumerics Result,Pfge Asci Pattern,Pfge Asci Pattern,NA,NA
Enteric,EntericDM,rows,default,LIS Data,LIS - Bionumerics Result,Pfge Blnl Pattern,Pfge Blnl Pattern,NA,NA
Enteric,EntericDM,rows,default,LIS Data,LIS - Bionumerics Result,Pfge Notl Pattern,Pfge Notl Pattern,NA,NA
Enteric,EntericDM,rows,default,LIS Data,LIS - Bionumerics Result,Pfge Xbal Pattern,Pfge Xbal Pattern,NA,NA
Enteric,EntericDM,rows,default,LIS Data,LIS - Bionumerics Result,Phage Type,Phage Type,NA,NA
Enteric,EntericDM,dim_prop,default,LIS Data,Case - IDs,Case Combined ID,Case ID,NA,NA
Enteric,EntericDM,dim_prop,system_ids,LIS Data,Case - IDs,Case Combined ID,Container ID,NA,NA
Enteric,EntericDM,dim_prop,system_ids,LIS Data,Case - IDs,Case Combined ID,Accession Number,NA,NA
Enteric,EntericDM,dim_prop,system_ids,LIS Data,Case - IDs,Case Combined ID,Parent Container ID,NA,NA
Enteric,EntericDM,filter_d,none,LIS Data,Case - Disease,Case Disease,Case Disease,NA,disease
Enteric,EntericDM,filter_d,none,LIS Data,Case - Surveillance Condition,Surveillance Condition,Surveillance Condition,NA,surveillance_condition
Enteric,EntericDM,filter_d,none,LIS Data,Pan - Investigation Classification,Classification,Classification,NA,classification
Enteric,EntericDM,filter_d,none,LIS Data,Pan - Surveillance Region,Pan Surveillance Region HA,Pan Surveillance Region HA,NA,surveillance_region_ha
Enteric,EntericDM,filter_r,none,LIS Data,Case - Date - Earliest,Date,Date,NA,query_date
Enteric,EntericDM,filter_d,default,LIS Data,Pan - Investigation Classification,Classification Group,Classification Group,**No Investigation,NA
Enteric,EntericDM,filter_d,default,LIS Data,Pan - Investigation Classification,Classification Group,Classification Group,Case,NA
Enteric,EntericDM,filter_d,default,LIS Data,LIS - Patient,Species Category,Species Category,Human,NA
Enteric,EntericDM,filter_d,default,LIS Data,LIS - Patient,Species Category,Species Category,**No Test,NA
Enteric,EntericDM,filter_d,default,LIS Data,Patient - Match Level,Match Level Description,Match Level Description,3,NA
VPD,VPD,columns,default,Case Investigation,Measures,Case Count,NA,NA,NA
VPD,VPD,rows,default,Case Investigation,Patient - Patient Master,Patient Master Key,Patient Master Key,NA,NA
VPD,VPD,rows,default,Case Investigation,Case - IDs,Case ID,Case ID,NA,NA
VPD,VPD,rows,default,Case Investigation,Case - IDs,Investigation ID,Investigation ID,NA,NA
VPD,VPD,rows,default,Case Investigation,Case - IDs,Disease Event ID,Disease Event ID,NA,NA
VPD,VPD,rows,default,Case Investigation,Case - IDs,PHS Client ID,PHS Client ID,NA,NA
VPD,VPD,rows,default,Case Investigation,Case - IDs,VCH PARIS Client Id,VCH PARIS Client Id,NA,NA
VPD,VPD,rows,default,Case Investigation,Case - IDs,FHA PARIS Client Id,FHA PARIS Client Id,NA,NA
VPD,VPD,rows,default,Case Investigation,Case - IDs,PARIS Assessment Number,PARIS Assessment Number,NA,NA
VPD,VPD,rows,default,Case Investigation,Case - Date,Date,Date,NA,NA
VPD,VPD,rows,default,Case Investigation,Case - Date,Epi-Year,Epi-Year,NA,NA
VPD,VPD,rows,default,Case Investigation,Case - Date,Epi-Week,Epi-Week,NA,NA
VPD,VPD,rows,default,Case Investigation,Case - Date - Based On,Case Date Based On,Case Date Based On,NA,NA
VPD,VPD,rows,default,Case Investigation,Case - Disease,Case Disease,Case Disease,NA,NA
VPD,VPD,rows,group_b_strep,Case Investigation,Case - Serotype,Case Serotype,Case Serotype,NA,NA
VPD,VPD,rows,igas,Case Investigation,Case - Serotype,Case Serotype,Case Serotype,NA,NA
VPD,VPD,rows,ipd,Case Investigation,Case - Serotype,Case Serotype,Case Serotype,NA,NA
VPD,VPD,rows,bordetella,Case Investigation,Case - Serotype,Case Serotype,Case Serotype,NA,NA
VPD,VPD,rows,meningo,Case Investigation,Case - Serotype,Case Serotype,Case Serotype,NA,NA
VPD,VPD,rows,reportable_vpd,Case Investigation,Case - Serotype,Case Serotype,Case Serotype,NA,NA
VPD,VPD,rows,default,Case Investigation,Patient - Patient Master,Gender,Gender,NA,NA
VPD,VPD,rows,default,Case Investigation,Patient - Patient Master,Birth Date,Birth Date,NA,NA
VPD,VPD,rows,default,Case Investigation,Case - Age at Case Date,Age Group 10,Age Group 10,NA,NA
VPD,VPD,rows,default,Case Investigation,Case - Age at Case Date,Age Year,Age Year,NA,NA
VPD,VPD,rows,default,Case Investigation,Case - Age at Case Date,Age Month,Age Month,NA,NA
VPD,VPD,rows,group_b_strep,Case Investigation,Case - Age at Case Date,Age Day,Age Day,NA,NA
VPD,VPD,rows,other_disease,Case Investigation,Case - Age at Case Date,Age Day,Age Day,NA,NA
VPD,VPD,rows,group_b_strep,Case Investigation,Case - Age at Case Date,NGBS,Age Group Ngbs 2,ALLMEMBERS,NA
VPD,VPD,rows,other_disease,Case Investigation,Case - Age at Case Date,NGBS,Age Group Ngbs 2,ALLMEMBERS,NA
VPD,VPD,rows,ipd,Case Investigation,Case - Age at Case Date,IPD,Age Group Ipd 2,ALLMEMBERS,NA
VPD,VPD,rows,mumps,Case Investigation,Case - Age at Case Date,Age Group Mumps,Age Group Mumps,NA,NA
VPD,VPD,rows,bordetella,Case Investigation,Case - Age at Case Date,Age Group Pertussis,Age Group Pertussis,NA,NA
VPD,VPD,rows,bordetella,Case Investigation,PHS - Date - Paroxysmal Onset,Date,Date,NA,NA
VPD,VPD,rows,default,Case Investigation,Case - Sources,Case Source,Case Source,NA,NA
VPD,VPD,rows,group_b_strep,Case Investigation,Case - Status - LIS,Case Status LIS,Case Status LIS,NA,NA
VPD,VPD,rows,igas,Case Investigation,Case - Status - LIS,Case Status LIS,Case Status LIS,NA,NA
VPD,VPD,rows,ipd,Case Investigation,Case - Status - LIS,Case Status LIS,Case Status LIS,NA,NA
VPD,VPD,rows,measles,Case Investigation,Case - Status - LIS,Case Status LIS,Case Status LIS,NA,NA
VPD,VPD,rows,mumps,Case Investigation,Case - Status - LIS,Case Status LIS,Case Status LIS,NA,NA
VPD,VPD,rows,rubella,Case Investigation,Case - Status - LIS,Case Status LIS,Case Status LIS,NA,NA
VPD,VPD,rows,bordetella,Case Investigation,Case - Status - LIS,Case Status LIS,Case Status LIS,NA,NA
VPD,VPD,rows,meningo,Case Investigation,Case - Status - LIS,Case Status LIS,Case Status LIS,NA,NA
VPD,VPD,rows,reportable_vpd,Case Investigation,Case - Status - LIS,Case Status LIS,Case Status LIS,NA,NA
VPD,VPD,rows,default,Case Investigation,Case - Classification - PHS,Case Classifications,Case Classification,ALLMEMBERS,NA
VPD,VPD,rows,default,Case Investigation,Case - Status,Case Status,Case Status,NA,NA
VPD,VPD,rows,default,Case Investigation,Case - Geo - Surveillance Region,Case Surveillance Region Health Authorities,Case Surveillance Region LHA,ALLMEMBERS,NA
VPD,VPD,rows,default,Case Investigation,Case - Geo - Surveillance Region Based On,Case Surveillance Region Based On,Case Surveillance Region Based On,NA,NA
VPD,VPD,rows,default,Case Investigation,PHS - Geo - Client Address ATOC,PHS Client Addresses ATOC,PHS Client Address ATOC Postal Code,ALLMEMBERS,NA
VPD,VPD,rows,group_b_strep,Case Investigation,Case - Discordant Status,Discordant Classification,Discordant Classification,NA,NA
VPD,VPD,rows,igas,Case Investigation,Case - Discordant Status,Discordant Classification,Discordant Classification,NA,NA
VPD,VPD,rows,ipd,Case Investigation,Case - Discordant Status,Discordant Classification,Discordant Classification,NA,NA
VPD,VPD,rows,measles,Case Investigation,Case - Discordant Status,Discordant Classification,Discordant Classification,NA,NA
VPD,VPD,rows,mumps,Case Investigation,Case - Discordant Status,Discordant Classification,Discordant Classification,NA,NA
VPD,VPD,rows,rubella,Case Investigation,Case - Discordant Status,Discordant Classification,Discordant Classification,NA,NA
VPD,VPD,rows,bordetella,Case Investigation,Case - Discordant Status,Discordant Classification,Discordant Classification,NA,NA
VPD,VPD,rows,meningo,Case Investigation,Case - Discordant Status,Discordant Classification,Discordant Classification,NA,NA
VPD,VPD,rows,reportable_vpd,Case Investigation,Case - Discordant Status,Discordant Classification,Discordant Classification,NA,NA
VPD,VPD,rows,group_b_strep,Case Investigation,Case - Discordant Status,Discordant Etiologic Agent 2,Discordant Etiologic Agent 2,NA,NA
VPD,VPD,rows,igas,Case Investigation,Case - Discordant Status,Discordant Etiologic Agent 2,Discordant Etiologic Agent 2,NA,NA
VPD,VPD,rows,ipd,Case Investigation,Case - Discordant Status,Discordant Etiologic Agent 2,Discordant Etiologic Agent 2,NA,NA
VPD,VPD,rows,measles,Case Investigation,Case - Discordant Status,Discordant Etiologic Agent 2,Discordant Etiologic Agent 2,NA,NA
VPD,VPD,rows,mumps,Case Investigation,Case - Discordant Status,Discordant Etiologic Agent 2,Discordant Etiologic Agent 2,NA,NA
VPD,VPD,rows,rubella,Case Investigation,Case - Discordant Status,Discordant Etiologic Agent 2,Discordant Etiologic Agent 2,NA,NA
VPD,VPD,rows,bordetella,Case Investigation,Case - Discordant Status,Discordant Etiologic Agent 2,Discordant Etiologic Agent 2,NA,NA
VPD,VPD,rows,meningo,Case Investigation,Case - Discordant Status,Discordant Etiologic Agent 2,Discordant Etiologic Agent 2,NA,NA
VPD,VPD,rows,reportable_vpd,Case Investigation,Case - Discordant Status,Discordant Etiologic Agent 2,Discordant Etiologic Agent 2,NA,NA
VPD,VPD,rows,bordetella,Case Investigation,Case - Discordant Status,Discordant Infection Group,Discordant Infection Group,NA,NA
VPD,VPD,rows,default,Case Investigation,PHS - Etiologic Agent,Etiologic Agent Levels,Etiologic Agent Level 2,ALLMEMBERS,NA
VPD,VPD,rows,default,Case Investigation,PHS - Etiologic Agent,Etiologic Agent Further Differentiation,Etiologic Agent Further Differentiation,NA,NA
VPD,VPD,rows,default,Case Investigation,PHS - Date - Onset Symptom,Date,Date,NA,NA
VPD,VPD,rows,default,Case Investigation,PHS - Date - Surveillance Reported,Date,Date,NA,NA
VPD,VPD,rows,default,Case Investigation,PHS - Symptom - All,Onset Symptom,Onset Symptom,NA,NA
VPD,VPD,rows,group_b_strep,Case Investigation,PHS - Investigation Last Outcome,Last Outcome,Last Outcome,NA,NA
VPD,VPD,rows,igas,Case Investigation,PHS - Investigation Last Outcome,Last Outcome,Last Outcome,NA,NA
VPD,VPD,rows,ipd,Case Investigation,PHS - Investigation Last Outcome,Last Outcome,Last Outcome,NA,NA
VPD,VPD,rows,measles,Case Investigation,PHS - Investigation Last Outcome,Last Outcome,Last Outcome,NA,NA
VPD,VPD,rows,mumps,Case Investigation,PHS - Investigation Last Outcome,Last Outcome,Last Outcome,NA,NA
VPD,VPD,rows,rubella,Case Investigation,PHS - Investigation Last Outcome,Last Outcome,Last Outcome,NA,NA
VPD,VPD,rows,bordetella,Case Investigation,PHS - Investigation Last Outcome,Last Outcome,Last Outcome,NA,NA
VPD,VPD,rows,meningo,Case Investigation,PHS - Investigation Last Outcome,Last Outcome,Last Outcome,NA,NA
VPD,VPD,rows,reportable_vpd,Case Investigation,PHS - Investigation Last Outcome,Last Outcome,Last Outcome,NA,NA
VPD,VPD,rows,ipd,Case Investigation,PHS - Date - Last Outcome,Date,Date,NA,NA
VPD,VPD,rows,measles,Case Investigation,PHS - Date - Last Outcome,Date,Date,NA,NA
VPD,VPD,rows,mumps,Case Investigation,PHS - Date - Last Outcome,Date,Date,NA,NA
VPD,VPD,rows,rubella,Case Investigation,PHS - Date - Last Outcome,Date,Date,NA,NA
VPD,VPD,rows,bordetella,Case Investigation,PHS - Date - Last Outcome,Date,Date,NA,NA
VPD,VPD,rows,meningo,Case Investigation,PHS - Date - Last Outcome,Date,Date,NA,NA
VPD,VPD,rows,reportable_vpd,Case Investigation,PHS - Date - Last Outcome,Date,Date,NA,NA
VPD,VPD,rows,igas,Case Investigation,PHS - Investigation Last Outcome,Cause of Death,Cause of Death,NA,NA
VPD,VPD,rows,ipd,Case Investigation,PHS - Investigation Last Outcome,Cause of Death,Cause of Death,NA,NA
VPD,VPD,rows,measles,Case Investigation,PHS - Investigation Last Outcome,Cause of Death,Cause of Death,NA,NA
VPD,VPD,rows,mumps,Case Investigation,PHS - Investigation Last Outcome,Cause of Death,Cause of Death,NA,NA
VPD,VPD,rows,rubella,Case Investigation,PHS - Investigation Last Outcome,Cause of Death,Cause of Death,NA,NA
VPD,VPD,rows,bordetella,Case Investigation,PHS - Investigation Last Outcome,Cause of Death,Cause of Death,NA,NA
VPD,VPD,rows,meningo,Case Investigation,PHS - Investigation Last Outcome,Cause of Death,Cause of Death,NA,NA
VPD,VPD,rows,reportable_vpd,Case Investigation,PHS - Investigation Last Outcome,Cause of Death,Cause of Death,NA,NA
VPD,VPD,rows,igas,Case Investigation,PHS - Stage of Infection,Stage of Infection,Stage of Infection,NA,NA
VPD,VPD,rows,reportable_vpd,Case Investigation,PHS - Stage of Infection,Stage of Infection,Stage of Infection,NA,NA
VPD,VPD,rows,measles,Case Investigation,PHS - Complication,Encephalitis,Encephalitis,NA,NA
VPD,VPD,rows,mumps,Case Investigation,PHS - Complication,Encephalitis,Encephalitis,NA,NA
VPD,VPD,rows,rubella,Case Investigation,PHS - Complication,Encephalitis,Encephalitis,NA,NA
VPD,VPD,rows,measles,Case Investigation,PHS - Complication,Meningitis,Meningitis,NA,NA
VPD,VPD,rows,mumps,Case Investigation,PHS - Complication,Meningitis,Meningitis,NA,NA
VPD,VPD,rows,rubella,Case Investigation,PHS - Complication,Meningitis,Meningitis,NA,NA
VPD,VPD,rows,mumps,Case Investigation,PHS - Complication,Permanent Hearing Loss,Permanent Hearing Loss,NA,NA
VPD,VPD,rows,measles,Case Investigation,PHS - Complication,Pneumonia,Pneumonia,NA,NA
VPD,VPD,filter_d,none,Case Investigation,Case - Disease,Case Disease,Case Disease,NA,disease
VPD,VPD,filter_d,none,Case Investigation,Case - Classification - PHS,Case Classification,Case Classification,NA,classification
VPD,VPD,filter_d,none,Case Investigation,Case - Geo - Surveillance Region,Case Surveillance Region HA,Case Surveillance Region HA,NA,surveillance_region_ha
VPD,VPD,filter_d,none,Case Investigation,Case - Status - LIS,Case Status LIS,Case Status LIS,NA,lis_status
VPD,VPD,filter_r,none,Case Investigation,Case - Date,Date,Date,NA,query_date
VPD,VPD,filter_d,default,Case Investigation,Case - Classification - PHS,Case Classification Group,Case Classification Group,Case,NA
VPD,VPD,filter_d,default,Case Investigation,Case - Classification - PHS,Case Classification Group,Case Classification Group,No PHS Data,NA
VPD,VPD,filter_d,default,Case Investigation,Patient - Match Level,Match Level Description,Match Level Description,3,NA
VPD,VPD,columns,default,Symptoms,Measures,Case Count,NA,NA,NA
VPD,VPD,rows,default,Symptoms,Case - IDs,Case ID,Case ID,NA,NA
VPD,VPD,rows,default,Symptoms,Case - IDs,Investigation ID,Investigation ID,NA,NA
VPD,VPD,rows,default,Symptoms,Case - Disease,Case Disease,Case Disease,NA,NA
VPD,VPD,rows,measles,Symptoms,PHS - Symptom,Arthralgia,Arthralgia,NA,NA
VPD,VPD,rows,igas,Symptoms,PHS - Symptom,Arthritis,Arthritis,NA,NA
VPD,VPD,rows,igas,Symptoms,PHS - Symptom,Bacteremia,Bacteremia,NA,NA
VPD,VPD,rows,ipd,Symptoms,PHS - Symptom,Bacteremia,Bacteremia,NA,NA
VPD,VPD,rows,meningo,Symptoms,PHS - Symptom,Bacteremia,Bacteremia,NA,NA
VPD,VPD,rows,igas,Symptoms,PHS - Symptom,Cellulitis,Cellulitis,NA,NA
VPD,VPD,rows,measles,Symptoms,PHS - Symptom,Conjunctivitis,Conjunctivitis,NA,NA
VPD,VPD,rows,rubella,Symptoms,PHS - Symptom,Conjunctivitis,Conjunctivitis,NA,NA
VPD,VPD,rows,measles,Symptoms,PHS - Symptom,Coryza,Coryza,NA,NA
VPD,VPD,rows,measles,Symptoms,PHS - Symptom,Cough,Cough,NA,NA
VPD,VPD,rows,bordetella,Symptoms,PHS - Symptom,Cough,Cough,NA,NA
VPD,VPD,rows,bordetella,Symptoms,PHS - Symptom,Cough Associated With Apnea,Cough Associated With Apnea,NA,NA
VPD,VPD,rows,bordetella,Symptoms,PHS - Symptom,Cough Ending In Inspriatory Whoop,Cough Ending In Inspriatory Whoop,NA,NA
VPD,VPD,rows,bordetella,Symptoms,PHS - Symptom,Cough Ending In Vomiting Or Gagging,Cough Ending In Vomiting Or Gagging,NA,NA
VPD,VPD,rows,bordetella,Symptoms,PHS - Symptom,Cough Lasting More Than 2 Weeks,Cough Lasting More Than 2 Weeks,NA,NA
